entity,pagerank,in_strength
Whitney Houston,6.13807e-05,19
Pharoahe Monch,6.13772e-05,6
Luiz Henrique,6.13546e-05,4
Edwin Starr,6.13404e-05,15
Rufus Thomas,6.12025e-05,11
Mary Hopkin,6.12005e-05,7
Ron Gallo,6.11363e-05,3
荒御霊,6.10491e-05,8
Kill the Noise,6.1043e-05,10
Lorde,6.10413e-05,31
Kurtis Blow,6.10383e-05,21
Clipse,6.09334e-05,11
Amateras Records,6.09152e-05,2
Method Man,6.08663e-05,11
Bamboo,6.0803e-05,1
Blockster,6.0803e-05,1
Wiener Philharmoniker,6.07781e-05,10
Biz Markie,6.06745e-05,17
Gene Harris,6.06737e-05,4
Jack Ü,6.05616e-05,8
Jónsi & Alex,6.04899e-05,1
ZYTOKINE,6.04859e-05,4
シートベルツ,6.04629e-05,8
The 45 King,6.04514e-05,6
Fred again..,6.04362e-05,6
Snow,6.03582e-05,4
Einstürzende Neubauten,6.03432e-05,4
Wings,6.02914e-05,9
Foozogz,6.02633e-05,5
The Originals,6.01297e-05,5
Portishead,6.00951e-05,16
David Shea,6.00883e-05,7
Playboi Carti,6.00863e-05,11
きくお,6.0068e-05,6
The S.O.S. Band,6.00556e-05,10
綾倉盟,6.00395e-05,5
Mandrill,5.99597e-05,14
USAGI Production,5.99526e-05,3
Active Member,5.99526e-05,6
Amorphous Androgynous,5.99526e-05,3
Psilodump,5.99526e-05,4
iamamiwhoami,5.99526e-05,3
John Barrowman,5.99526e-05,41
МакSим,5.99526e-05,3
보천보전자악단,5.99526e-05,4
88 ULTRA,5.99526e-05,3
Starlett,5.99526e-05,4
Mashumairesh!!,5.99526e-05,3
Growling Mad Scientists,5.99526e-05,3
골드문트,5.99526e-05,3
Profane,5.99526e-05,3
Filip Rasch,5.99526e-05,3
Sajama Cut,5.99526e-05,4
MA♡chu♡RI,5.99526e-05,3
Pete Namlook,5.99526e-05,4
Jamie Paige,5.99526e-05,3
青木森一,5.99526e-05,3
魔防隊六番組,5.99526e-05,3
Robert Johnson,5.99526e-05,4
PSYK,5.99526e-05,3
Unknown N.,5.99526e-05,3
The Touch Funk,5.99526e-05,3
Love Unlimited Orchestra,5.9908e-05,13
Marshall Jefferson,5.98598e-05,6
Kent,5.97956e-05,2
Afu‐Ra,5.97698e-05,1
渡辺量,5.97435e-05,2
Grynpyret,5.97146e-05,1
Room 5,5.97146e-05,1
Imaginary Cities,5.97146e-05,1
Above & Beyond,5.95949e-05,6
瀬上純,5.95827e-05,16
Taio Cruz,5.95677e-05,21
Cham,5.95473e-05,32
Cassius,5.95421e-05,7
Rick Ross,5.9473e-05,9
Princess Superstar,5.94383e-05,4
The Crazy World of Arthur Brown,5.94082e-05,6
Oliver Heldens,5.93996e-05,6
OceanLab,5.93397e-05,27
DMX,5.91842e-05,43
DEVO,5.91775e-05,10
Screamin’ Jay Hawkins,5.91617e-05,4
Vince Staples,5.9146e-05,4
State of Alert,5.90766e-05,1
Inner City,5.89807e-05,10
Zap Mama,5.89693e-05,11
ALBATROSICKS,5.89118e-05,5
Adele,5.89016e-05,60
Lucky Millinder,5.88681e-05,1
Stevie Nicks,5.8825e-05,4
Bobby Byrd,5.88005e-05,12
Demi Lovato,5.87479e-05,19
UTFO,5.87324e-05,5
Lynyrd Skynyrd,5.87271e-05,13
_yoc.,5.87104e-05,4
Ginuwine,5.85885e-05,11
Rodney O & Joe Cooley,5.85734e-05,4
P*Light,5.85174e-05,11
Duke Ellington and His Orchestra,5.84587e-05,1
Bonnie Tyler,5.84536e-05,11
Iambia,5.84202e-05,1
山下達郎,5.84017e-05,10
Ghost Loft,5.84017e-05,1
大久保博,5.83324e-05,9
Richard Hill,5.82234e-05,2
Stuart Hyatt,5.81859e-05,4
Big Daddy Kane,5.81816e-05,20
Trent Reznor,5.81577e-05,6
三村かな子,5.80932e-05,1
Maicol Superstar,5.80893e-05,2
Ambrosian Singers,5.80893e-05,2
Pipe Calderón,5.80893e-05,2
Karl Hyde,5.80676e-05,1
Beatie Wolfe,5.80676e-05,1
Kaskade,5.80506e-05,20
Korn,5.80184e-05,31
Sadkey,5.79918e-05,3
Little Big Town,5.79811e-05,1
Blur,5.79759e-05,25
Johnny Jenkins,5.79646e-05,3
Zombie Nation,5.78984e-05,5
Jocelyn Brown,5.78676e-05,3
Lovely Peaches,5.78146e-05,3
Stephen Stills,5.77598e-05,2
NewJeans,5.77252e-05,12
Camila Cabello,5.76754e-05,8
DeBarge,5.76671e-05,10
Rock Master Scott & The Dynamic Three,5.76355e-05,8
The Whole Darn Family,5.76237e-05,5
Shawn Christopher,5.75566e-05,4
Cam’ron,5.75093e-05,9
Empire of the Sun,5.74702e-05,10
Cranky,5.74449e-05,1
サイトウ・キネン・オーケストラ,5.71996e-05,36
François‐Joël Thiollier,5.71577e-05,2
The Mae Shi,5.71461e-05,5
Plácido Domingo,5.71252e-05,2
Yea Big + Kid Static,5.70744e-05,1
10cc,5.69285e-05,12
Chantal Goya,5.69274e-05,1
Jaco Pastorius,5.68356e-05,6
Chicago London Underground,5.68241e-05,1
Steve Jeffries,5.67864e-05,2
Pretty Tony,5.67466e-05,5
Dan Salvato,5.67058e-05,5
King Britt,5.67029e-05,1
上谷麻紀,5.67029e-05,1
J・A・シーザー,5.67029e-05,1
Jacek Kaczmarski,5.67029e-05,1
DJ Scud,5.67029e-05,1
Phthalocyanine,5.67029e-05,2
Kenneth C M Young,5.67029e-05,2
KIll J,5.67029e-05,1
Rumpistol,5.67029e-05,1
NYO,5.67029e-05,1
猫森アキ,5.67029e-05,1
Birgit Nilsson,5.67029e-05,2
Orchestr Národního divadla,5.67029e-05,1
Killerwatts,5.67029e-05,1
Przemysław Gintrowski,5.67029e-05,1
BTOB,5.67029e-05,1
Sylk 130,5.67029e-05,1
石濱翔,5.67029e-05,1
城ヶ崎美嘉,5.67029e-05,1
佐久間まゆ,5.67029e-05,1
百引一,5.67029e-05,1
Stray Kids,5.67029e-05,1
矢田部正,5.67029e-05,1
Cimilo1273,5.67029e-05,1
Dj patapim,5.67029e-05,1
LindaAI‐CUE,5.67029e-05,1
双葉杏,5.67029e-05,1
himascary,5.67029e-05,1
Trilithon,5.67029e-05,1
The Killers,5.66295e-05,41
Günter Kallmann Chor,5.65978e-05,5
The Sylvers,5.65755e-05,7
ericdoa,5.65073e-05,4
Alice Coltrane,5.6434e-05,2
[theatre],5.63791e-05,8
hololive IDOL PROJECT,5.63587e-05,7
Public Image Ltd,5.63412e-05,1
Laid Back,5.63295e-05,6
Pharoah Sanders,5.63178e-05,8
Yabancılar,5.63018e-05,2
Phyllis Hyman,5.62952e-05,9
Slow Motion Centerfold,5.62664e-05,1
Arthur Kreiger,5.62629e-05,1
Paul Lansky,5.62629e-05,1
Yunchan Lim,5.6226e-05,1
Ruel,5.6226e-05,1
KAORI,5.6226e-05,1
Left at London,5.62222e-05,5
Kideko,5.62089e-05,1
Karl Walker,5.62089e-05,1
MOSAIC.WAV,5.619e-05,8
The Roches,5.61583e-05,2
Eagles,5.61516e-05,22
Vanessa Hudgens,5.61139e-05,5
Gert Wilden & Orchestra,5.60979e-05,2
sci,5.60964e-05,5
Young MC,5.59616e-05,18
Gary Numan,5.59392e-05,18
YUC'e,5.58167e-05,3
EPMD,5.58091e-05,14
Gino Soccio,5.57593e-05,4
Utah Saints,5.55922e-05,2
The Fearless Four,5.55916e-05,5
Baby Keem,5.55875e-05,10
Gravediggaz,5.54964e-05,9
Juvenile,5.54884e-05,7
Renard,5.54791e-05,14
Ramones,5.54648e-05,23
Swagberg,5.54636e-05,6
The Crusaders,5.54011e-05,17
Alicef,5.52403e-05,5
GZA/Genius,5.52188e-05,5
Ludacris,5.52174e-05,59
角松敏生,5.52079e-05,8
Vanilla Ice,5.51826e-05,16
Keith Mansfield,5.51375e-05,8
Cutty Ranks,5.51195e-05,10
Orelsan,5.51081e-05,52
Gloria Estefan,5.5098e-05,5
David Porter,5.50933e-05,9
The Staple Singers,5.50811e-05,7
Nancy Sinatra,5.50015e-05,9
Post Malone,5.49688e-05,28
Bad Brains,5.49488e-05,7
MC Lyte,5.49267e-05,10
New Edition,5.49139e-05,11
Ｓｐａｔｉａｌ Ｍａｎｕｆａｃｔｕｒｅ Ｌｔｄ.,5.48952e-05,4
Crazy Frog,5.48723e-05,10
Opus III,5.48592e-05,11
Khia,5.48574e-05,15
Meshuggah,5.48456e-05,3
New York Philharmonic,5.47968e-05,4
Pérez Prado,5.47171e-05,3
Bloodhound Gang,5.46821e-05,14
Jon Hopkins,5.46645e-05,4
Macintosh Plus,5.46536e-05,20
Dimitri Vegas,5.46456e-05,5
Steve Aoki,5.46206e-05,7
M83,5.46068e-05,21
酒井省吾,5.45919e-05,7
Meero,5.4562e-05,1
Cypress Hill,5.45444e-05,33
きゃりーぱみゅぱみゅ,5.44957e-05,14
Frankie Bones,5.44784e-05,2
N*E*R*D,5.44433e-05,13
Tech N9ne,5.44287e-05,11
فريد الأطرش,5.44278e-05,2
Ozzy Osbourne,5.43556e-05,9
David Wise,5.43298e-05,14
Phaxe,5.42785e-05,2
Shaï,5.42696e-05,1
Au/Ra,5.42447e-05,3
George Andreas,5.42312e-05,8
Wendy Rene,5.42184e-05,7
Blu Cantrell,5.41828e-05,5
Rod Stewart,5.40601e-05,16
Songs to Wear Pants To,5.39573e-05,5
Galt MacDermot,5.39495e-05,17
Four Tops,5.39462e-05,8
Key,5.3945e-05,2
Fergie,5.39025e-05,24
Peter Gabriel,5.38274e-05,26
E-Clip,5.38189e-05,2
Aube,5.38021e-05,2
Carl Hall,5.37901e-05,1
Simon & Garfunkel,5.37876e-05,5
Artemis Fyrewolfe,5.37724e-05,5
Rae Sremmurd,5.37651e-05,1
MadeinTYO,5.37651e-05,1
1nonly,5.37651e-05,1
Amanda Lear,5.37591e-05,4
Will Smith,5.37586e-05,28
Tommy McCook,5.37439e-05,1
ESTi,5.37221e-05,5
Lalo Schifrin,5.36999e-05,10
Project Pat,5.3688e-05,7
MØ,5.36867e-05,4
Kalyanji Anandji,5.36746e-05,4
Camille Yarbrough,5.36419e-05,5
TEKE::TEKE,5.35989e-05,3
Nick Smalley,5.3544e-05,2
Halozy,5.35418e-05,6
Ujico*,5.35265e-05,2
Noisia,5.34493e-05,4
Vicetone,5.34234e-05,7
The Headhunters,5.34086e-05,7
Tom Tom Club,5.33882e-05,11
La Roux,5.33617e-05,16
Pretty Lights,5.32604e-05,25
Ryu☆,5.32439e-05,7
Maze,5.32407e-05,7
Bill Hicks,5.32385e-05,3
Ideal,5.32083e-05,2
Bappi Lahiri,5.31468e-05,3
Elvis Presley,5.3144e-05,9
Robyn,5.30136e-05,14
M.O.P.,5.29901e-05,10
Faith No More,5.29751e-05,19
Newcleus,5.29431e-05,7
Destroyer,5.2862e-05,11
Muse,5.2857e-05,61
Dennis Edwards,5.28227e-05,3
Joe Gullace,5.27647e-05,3
서태지와 아이들,5.27647e-05,6
東京ミュウミュウ,5.27647e-05,5
Bryan Ferry,5.27647e-05,4
r u s s e l b u c k,5.27647e-05,3
見良津健雄,5.27647e-05,5
The Michael Zager Band,5.27647e-05,3
いよわ,5.27647e-05,3
Rahat Fateh Ali Khan,5.27647e-05,3
kingyo,5.27647e-05,4
Ian Stocker,5.27647e-05,3
Derpy Hooves,5.27647e-05,3
Prophecy,5.27623e-05,1
Little Richard,5.27447e-05,8
The King’s Singers,5.27331e-05,5
Timewarp,5.25742e-05,1
Avalon,5.25742e-05,1
RoughSketch,5.25649e-05,3
Placebo,5.2537e-05,5
Albert King,5.25085e-05,9
Cascada,5.24932e-05,10
Darude,5.24854e-05,20
鷺巣詩郎,5.24486e-05,5
Wildchild,5.24313e-05,5
"Blood, Sweat & Tears",5.23808e-05,10
Knife Party,5.23166e-05,23
dvsn,5.22344e-05,2
HIROSHI WATANABE,5.22033e-05,2
Salt‐N‐Pepa,5.21657e-05,25
Arijit Singh,5.21436e-05,8
Wiley,5.21432e-05,12
Dasha,5.21291e-05,4
Mefjus,5.19433e-05,3
Mountain,5.19218e-05,16
野宮あゆみ,5.19027e-05,3
The Offspring,5.19017e-05,21
Rui da Silva,5.18912e-05,2
Wamdue Project,5.18863e-05,8
築山さえ,5.18848e-05,5
富永真央,5.18644e-05,1
Danny L Harle,5.1863e-05,2
PAX217,5.18611e-05,1
Urban Cookie Collective,5.18331e-05,2
泰葉,5.18331e-05,2
Christopher Cross,5.18123e-05,4
The Real Thing,5.18043e-05,3
3L,5.17401e-05,3
Trey Songz,5.17362e-05,7
安藤浩和,5.17157e-05,7
Mr. Mister,5.1581e-05,6
Hooverphonic,5.15555e-05,9
No Doubt,5.14031e-05,26
INXS,5.1383e-05,15
Freedom,5.13721e-05,3
Speedy J,5.13514e-05,4
The Korgis,5.13293e-05,6
Carpenter Brut,5.13071e-05,9
Grant Green,5.12981e-05,12
Vanessa Carlton,5.12572e-05,21
Love Unlimited,5.12499e-05,10
עפרה חזה,5.12441e-05,7
Tove Lo,5.12265e-05,8
Frequencerz,5.1212e-05,4
Imagine Dragons,5.12057e-05,36
tofubeats,5.11989e-05,13
Marilyn McCoo,5.11704e-05,1
X,5.11507e-05,4
Jadakiss,5.11036e-05,3
TJ.hangneil,5.10698e-05,1
Tina Turner,5.09993e-05,5
Bon Jovi,5.09728e-05,28
T.I.,5.08496e-05,25
Sigur Rós,5.08452e-05,8
Brass Construction,5.08396e-05,11
Generation X,5.07477e-05,1
Walter Berry,5.07058e-05,2
IAM,5.06646e-05,8
Foster Sylvers,5.063e-05,2
Jim Morrison,5.05455e-05,3
Dire Straits,5.05241e-05,11
Main Source,5.05232e-05,12
MixmstrStel,5.04887e-05,1
Airto Moreira,5.04883e-05,4
Inner Life,5.04348e-05,5
Crissy Criss,5.04104e-05,9
Lonnie Liston Smith,5.04085e-05,6
Kabuki,5.04062e-05,2
Fabolous,5.03837e-05,9
From First to Last,5.03687e-05,3
The B‐52s,5.02847e-05,18
Frank Ski,5.02345e-05,4
杏里,5.02192e-05,7
“Brother” Jack McDuff,5.01973e-05,9
Thelonious Monster,5.0195e-05,1
Digital Mystikz,5.01395e-05,1
Alexander O’Neal,5.01376e-05,8
Mark Ronson,5.00674e-05,26
Keane,5.00497e-05,7
Pusha T,5.00393e-05,8
Marlon Saunders,4.9998e-05,14
Maji,4.99698e-05,2
Novo Amor,4.99698e-05,1
Paramore,4.99031e-05,34
Mavis Staples,4.98682e-05,4
Pino D’Angiò,4.98399e-05,7
Dune,4.97707e-05,4
Mirani,4.97476e-05,2
Nelly Furtado,4.97413e-05,31
Freestyle,4.97263e-05,3
wowaka,4.97028e-05,6
2 Mello,4.9654e-05,7
Makaveli,4.96453e-05,8
Otis Redding,4.96402e-05,14
Jme,4.96351e-05,5
Jerry Orbach,4.96287e-05,2
Captain Beefheart & His Magic Band,4.96145e-05,5
Hildegard Knef,4.96028e-05,4
UndreamedPanic,4.95937e-05,1
三宅優,4.95756e-05,11
Shankar,4.94791e-05,2
Olivia Newton‐John,4.94371e-05,3
Leon Haywood,4.94343e-05,8
Dead Kennedys,4.94144e-05,6
Pieces of a Dream,4.93468e-05,4
The Whispers,4.93158e-05,11
אשמדאי,4.9312e-05,3
Coldcut,4.92511e-05,33
Jill Scott,4.92418e-05,3
柴田徹也,4.92364e-05,1
Michael Nyman,4.92298e-05,2
Johnny “Guitar” Watson,4.91872e-05,5
Matthias Raue,4.91707e-05,3
clipping.,4.91535e-05,6
Plastyc Buddha,4.90629e-05,2
Black Flag,4.90525e-05,7
Dash Berlin,4.90516e-05,5
Alan Watts,4.90483e-05,3
TheFatRat,4.90267e-05,8
RADWIMPS,4.90081e-05,5
Mongo Santamaría,4.90042e-05,3
Slave,4.90011e-05,7
A$AP Rocky,4.89888e-05,7
Frankie Knuckles,4.89708e-05,4
“Fast” Eddie Smith,4.89635e-05,7
Kelly Clarkson,4.89381e-05,35
Lil’ Louis & the World,4.88653e-05,4
Aerosmith,4.88653e-05,39
Visage,4.88245e-05,6
石川淳,4.87472e-05,5
David Whittaker,4.86589e-05,12
FN2,4.86468e-05,2
AQUA,4.86213e-05,4
Lew Stone & His Monseigneur Band,4.85669e-05,2
The Future Sound of London,4.85576e-05,10
Thomas Newman,4.85538e-05,22
相対性理論,4.8529e-05,4
Max Romeo,4.84983e-05,7
Clay Pedrini,4.84812e-05,2
Madison Avenue,4.84665e-05,3
Ian Dury,4.84626e-05,5
Chris Rainbow,4.84004e-05,1
Jeremy,4.84004e-05,1
Aperture Science Psychoacoustic Laboratories,4.83991e-05,23
The J.B.’s,4.83606e-05,16
Mary J. Blige,4.83093e-05,8
Kosheen,4.82865e-05,6
FKA twigs,4.8282e-05,3
Barry White and His Orchestra,4.82576e-05,5
Oneohtrix Point Never,4.82393e-05,6
The 5th Dimension,4.82203e-05,10
Timbaland & Magoo,4.82152e-05,3
Duke Ellington,4.81483e-05,4
Hybrid Minds,4.81429e-05,2
Carla Vallet,4.81318e-05,2
Pavement,4.81183e-05,4
Jamie Principle,4.81127e-05,3
D12,4.80604e-05,10
Cheriimoya,4.80583e-05,4
Houdini,4.80495e-05,2
The D.O.C.,4.79802e-05,9
Markus Guentner,4.79728e-05,5
oneboredjeu,4.79029e-05,1
UNDER17,4.78843e-05,1
Jeremih,4.78552e-05,7
Chance the Rapper,4.78548e-05,7
ASD,4.78169e-05,3
Roger Wagner,4.78158e-05,2
Roberta Flack,4.77965e-05,10
Nicole J. McCloud,4.77497e-05,7
TERIYAKI BOYZ,4.76832e-05,4
Henry Mancini,4.76701e-05,7
Frank Sinatra,4.76514e-05,23
Kicks Like a Mule,4.764e-05,3
Sewerslvt,4.76325e-05,15
watson,4.76305e-05,3
Mad Cobra,4.75988e-05,8
Los Legendarios,4.75666e-05,1
Surface 10,4.75257e-05,1
Barrington Levy,4.75175e-05,9
Miguel de Deus,4.74943e-05,2
Brand Nubian,4.74427e-05,6
Kindness,4.74204e-05,2
Crass,4.74083e-05,5
Black Ivory,4.73856e-05,7
Pharrell Williams,4.7343e-05,25
Richard Wright,4.73181e-05,2
Nick Mason,4.73181e-05,2
Pépé Bradock,4.73075e-05,3
Louverture,4.73075e-05,2
CAFUNÉ,4.73075e-05,2
Eleanore Mills,4.72768e-05,2
Big Shaq,4.72744e-05,5
Astral Waves,4.72618e-05,3
ボビー,4.72536e-05,1
H8_Seed,4.72397e-05,6
Hudson Mohawke,4.72319e-05,7
Sheila E.,4.72019e-05,2
T‐Pain,4.71601e-05,11
Cocteau Twins,4.71512e-05,8
工藤龍之介,4.71409e-05,3
Sylvester,4.70952e-05,15
Thievery Corporation,4.70144e-05,4
Oh Wonder,4.70029e-05,7
隣人,4.69897e-05,7
海田明里,4.69894e-05,3
Nat Adderley,4.69446e-05,4
Capleton,4.69114e-05,5
Everything but the Girl,4.69106e-05,13
Azad,4.68858e-05,3
LCD Soundsystem,4.68767e-05,16
Jerry Rivera,4.68722e-05,3
Robin S,4.68572e-05,7
The Tokens,4.68418e-05,7
Herbie Mann,4.68342e-05,8
Manfred Mann’s Earth Band,4.68284e-05,8
Icona Pop,4.68161e-05,12
Simple Minds,4.68155e-05,8
Ciara,4.6796e-05,22
Loose Ends,4.67677e-05,5
Little Beaver,4.67631e-05,3
Heatwave,4.67198e-05,5
Klopfgeister,4.6684e-05,3
Alan Hawkshaw,4.66748e-05,7
L’Entourloop,4.66679e-05,1
Yunomi,4.66195e-05,5
Gesaffelstein,4.66067e-05,7
Orbital,4.66058e-05,10
BTS,4.65867e-05,8
Fat Joe,4.6574e-05,6
ゆうゆ,4.65543e-05,3
The Andrew Oldham Orchestra,4.65062e-05,1
Shirley Murdock,4.64956e-05,8
Vince DiCola,4.64753e-05,5
Infected Mushroom,4.64332e-05,9
Wham!,4.64269e-05,9
Virtual Riot,4.64206e-05,8
millstones,4.63588e-05,4
HoneyWorks,4.63539e-05,4
The Searchers,4.63109e-05,2
Rage Against the Machine,4.63108e-05,24
Billy Squier,4.62857e-05,19
Panic! at the Disco,4.62622e-05,30
Cage the Elephant,4.6249e-05,3
BARELY ALIVE,4.62353e-05,3
Baauer,4.61871e-05,12
Jake One,4.61839e-05,4
Anne Clark,4.6161e-05,2
Jyc Row,4.61112e-05,1
Marcin Przybyłowicz,4.61095e-05,2
kamome sano,4.61009e-05,1
チト,4.60902e-05,5
t+pazolite,4.60711e-05,5
Donovan,4.60194e-05,6
Big Pun,4.60193e-05,3
The Salsoul Orchestra,4.60164e-05,6
RYUWAVE,4.60144e-05,3
Cannonball Adderley,4.60077e-05,15
The Spinners,4.59712e-05,10
Charles Matthews,4.597e-05,2
妖精帝國,4.59653e-05,3
Elizaveta,4.59475e-05,2
Thelma Houston,4.59452e-05,9
Teminite,4.59392e-05,8
The Smashing Pumpkins,4.5938e-05,36
大橋純子,4.59251e-05,4
Dubloadz,4.59244e-05,2
Charles Aznavour,4.591e-05,6
Samuel L. Jackson,4.59035e-05,3
山本健誌,4.5823e-05,4
The Congos,4.58211e-05,2
Valerie Dore,4.58191e-05,6
John Holt,4.58165e-05,5
John Reuben,4.58064e-05,2
Pantera,4.57871e-05,10
Siva Six,4.57737e-05,1
Idaho,4.57305e-05,5
Sam Smith,4.57167e-05,13
Frankie Goes to Hollywood,4.57151e-05,11
KCPK,4.57087e-05,5
Phace,4.5702e-05,5
Amanda Palmer,4.56975e-05,5
Chromatics,4.5691e-05,3
松任谷由実,4.56571e-05,4
久石譲,4.56498e-05,3
Sammy Davis Jr.,4.56315e-05,2
Glenn Miller,4.56218e-05,5
Carlos Santana,4.56136e-05,3
Ghostface Killah,4.55872e-05,21
Scott McKenzie,4.55863e-05,3
Sezen Aksu,4.55768e-05,2
Opus,4.55768e-05,11
Go_A,4.55768e-05,2
nasanoa,4.55768e-05,2
Iona,4.55768e-05,2
slingmingo,4.55768e-05,2
Esther Béjarano,4.55768e-05,2
SoGreatandPowerful,4.55768e-05,2
Stiltskin,4.55768e-05,5
THE ROOP,4.55768e-05,2
The Entranced,4.55768e-05,3
jan Misali,4.55768e-05,2
Jean Cocteau,4.55768e-05,6
METAROOM,4.55768e-05,2
Why Everyone Left,4.55768e-05,2
Hirini Melbourne,4.55768e-05,3
TAEYEON,4.55768e-05,2
vai5000,4.55768e-05,2
Michael Kiwanuka,4.55768e-05,2
Сергей Васильевич Рахманинов,4.55768e-05,27
Jardín de la Croix,4.55768e-05,4
Paco Mendoza,4.55768e-05,2
Barry Issac,4.55768e-05,3
アクア,4.55768e-05,2
King Kong & D. Jungle Girls,4.55768e-05,3
Stéphane Picq,4.55768e-05,14
Staatskapelle Dresden,4.55768e-05,2
Syrufit,4.55768e-05,2
Stemage,4.55768e-05,2
Mark Wright,4.55768e-05,3
The English Concert,4.55768e-05,9
Antoine Chambe,4.55768e-05,2
Falcom Sound Team jdk,4.55768e-05,2
Cesária Évora,4.55768e-05,2
Hypho,4.55768e-05,2
Sebastián Yatra,4.55768e-05,2
Bizzare Contact,4.55768e-05,2
DJ Delicious,4.55768e-05,9
RKM & Ken‐Y,4.55768e-05,2
Martin O’Donnell,4.55768e-05,2
Reflex,4.55768e-05,2
Ruxandra Donose,4.55768e-05,3
Charvoni,4.55768e-05,2
Bauhaus,4.55768e-05,3
Artemas,4.55768e-05,3
JAM Studio,4.55768e-05,2
Osman Mir,4.55768e-05,15
Rusty Egan,4.55768e-05,5
Tomcraft,4.55768e-05,6
Asaf Avidan & the Mojos,4.55768e-05,4
Laufey,4.55768e-05,14
Erkin Koray,4.55768e-05,4
Michael Prophet,4.55768e-05,2
Effe Serieus,4.55768e-05,2
Matthew Best,4.55768e-05,4
Boston Symphony Orchestra,4.55768e-05,2
Митьки,4.55768e-05,2
Dennis McCarthy,4.55768e-05,2
Reparata & The Delrons,4.55768e-05,2
Styke,4.55768e-05,2
初星学園,4.55768e-05,5
DJ Druid,4.55768e-05,2
zts,4.55768e-05,2
Vishal Bhardwaj,4.55768e-05,2
BBC Singers,4.55768e-05,2
獅子堂秋葉,4.55768e-05,2
itm,4.55768e-05,2
Danny Kane,4.55768e-05,2
Shiori Novella,4.55768e-05,2
María Márquez,4.55768e-05,12
syatten,4.55768e-05,2
Jim Jones,4.55768e-05,2
HOYO-MiX,4.55768e-05,2
Σπυριδούλα,4.55768e-05,2
ric,4.55768e-05,2
Power Supply,4.55768e-05,2
ペコリーヌ,4.55768e-05,2
13.c.Gilbert,4.55768e-05,2
Joep Beving,4.55768e-05,2
Adeva,4.55768e-05,2
*Luna,4.55768e-05,2
José Afonso,4.55768e-05,3
神乃木製作所,4.55768e-05,3
Ryo Arue,4.55768e-05,2
Mady Mesplé,4.55768e-05,2
InTechnicolour,4.55768e-05,2
Los Chunguitos,4.55768e-05,3
montahes,4.55768e-05,2
.Feast,4.55768e-05,2
NIIC the Singing Dog,4.55768e-05,2
Darbal,4.55768e-05,2
MSBR,4.55756e-05,1
ELpH,4.55705e-05,3
Super8 & Tab,4.54946e-05,5
James Blake,4.54938e-05,8
Waterflame,4.54745e-05,7
Jasper Tygner,4.54646e-05,1
Skybreak,4.5441e-05,6
Watussi,4.54397e-05,2
Super Cat,4.54238e-05,6
WATCHMAN,4.5416e-05,1
ZUN,4.53846e-05,11
PSYQUI,4.53602e-05,9
Chuala,4.53372e-05,1
Tim Carleton,4.52771e-05,1
Candi Staton,4.52717e-05,6
舞花,4.52662e-05,3
Pat Benatar,4.52053e-05,15
Norman Connors,4.5197e-05,12
John Davis and the Monster Orchestra,4.51854e-05,2
Fedde Le Grand,4.51851e-05,7
Paolo Conte,4.51778e-05,2
Masta Ace Incorporated,4.51075e-05,6
Daniela Rathana,4.51057e-05,1
Andrei Tudor,4.51057e-05,1
Sérgio Mendes & Brasil ’66,4.51002e-05,7
Lauryn Hill,4.5088e-05,13
Lafayette Afro-Rock Band,4.50811e-05,7
Akon,4.50451e-05,11
TLC,4.50264e-05,22
Parry Gripp,4.50184e-05,7
EPROM,4.5008e-05,6
Rob Base & D.J. E‐Z Rock,4.49837e-05,17
Chris Brown,4.49642e-05,26
Egorythmia,4.49268e-05,4
Eddie Harris,4.49262e-05,15
The Turtles,4.48946e-05,7
Syreeta,4.48838e-05,6
Edmundo Ros and His Orchestra,4.4867e-05,2
Interrobang Pie,4.48643e-05,4
TC,4.48494e-05,2
幡谷尚史,4.47948e-05,7
Shai,4.47945e-05,2
Labi Siffre,4.4794e-05,9
Crazy Town,4.4774e-05,5
Dicky Wells and His Orchestra,4.47535e-05,1
Joy Division,4.47336e-05,12
Disturbed,4.47325e-05,33
"Lipps, Inc.",4.47015e-05,10
